3/26/2026	1:29:12 PM	85.937500	78.000000	88.360434
3/26/2026	1:29:13 PM	86.425781	78.000000	88.360434
3/26/2026	1:29:13 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:14 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:14 PM	87.402344	78.000000	88.360434
3/26/2026	1:29:15 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:15 PM	86.425781	78.000000	88.360434
3/26/2026	1:29:16 PM	85.937500	78.000000	88.360434
3/26/2026	1:29:16 PM	85.449219	78.000000	88.360434
3/26/2026	1:29:17 PM	85.449219	78.000000	88.360434
3/26/2026	1:29:17 PM	84.960937	78.000000	88.360434
3/26/2026	1:29:18 PM	84.472656	78.000000	88.360434
3/26/2026	1:29:18 PM	83.984375	78.000000	88.360434
3/26/2026	1:29:19 PM	83.984375	78.000000	88.360434
3/26/2026	1:29:19 PM	83.984375	78.000000	88.360434
3/26/2026	1:29:20 PM	83.984375	78.000000	88.360434
3/26/2026	1:29:20 PM	83.984375	78.000000	88.360434
3/26/2026	1:29:21 PM	83.496094	78.000000	88.360434
3/26/2026	1:29:21 PM	83.496094	78.000000	88.360434
3/26/2026	1:29:22 PM	83.007812	78.000000	88.360434
3/26/2026	1:29:22 PM	83.007812	78.000000	88.360434
3/26/2026	1:29:23 PM	83.007812	78.000000	88.360434
3/26/2026	1:29:23 PM	83.984375	78.000000	88.360434
3/26/2026	1:29:24 PM	84.472656	78.000000	88.360434
3/26/2026	1:29:24 PM	84.960937	78.000000	88.360434
3/26/2026	1:29:25 PM	85.449219	78.000000	88.360434
3/26/2026	1:29:25 PM	86.425781	78.000000	88.360434
3/26/2026	1:29:26 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:26 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:27 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:27 PM	86.425781	78.000000	88.360434
3/26/2026	1:29:29 PM	85.449219	78.000000	88.360434
3/26/2026	1:29:30 PM	85.937500	78.000000	88.360434
3/26/2026	1:29:30 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:31 PM	87.402344	78.000000	88.360434
3/26/2026	1:29:31 PM	87.890625	78.000000	88.360434
3/26/2026	1:29:32 PM	87.402344	78.000000	88.360434
3/26/2026	1:29:32 PM	86.914062	78.000000	88.360434
3/26/2026	1:29:33 PM	86.914062	78.000000	88.360434
3/26/2026	1:31:09 PM	85.937500	78.000000	88.360434
3/26/2026	1:31:10 PM	85.937500	78.000000	88.360434
3/26/2026	1:31:10 PM	85.937500	78.000000	88.360434
3/26/2026	1:31:11 PM	84.960937	78.000000	88.360434
3/26/2026	1:31:11 PM	84.960937	78.000000	88.360434
3/26/2026	1:31:12 PM	84.960937	78.000000	88.360434
3/26/2026	1:31:12 PM	84.472656	78.000000	88.360434
3/26/2026	1:31:13 PM	84.472656	78.000000	88.360434
3/26/2026	1:31:13 PM	85.449219	78.000000	88.360434
3/26/2026	1:31:14 PM	85.937500	78.000000	88.360434
3/26/2026	1:31:14 PM	86.914062	78.000000	88.360434
3/26/2026	1:31:15 PM	86.914062	78.000000	88.360434
3/26/2026	1:31:15 PM	86.425781	78.000000	88.360434
3/26/2026	1:31:16 PM	85.937500	78.000000	88.360434
3/26/2026	1:31:16 PM	85.449219	78.000000	88.360434
3/26/2026	1:31:17 PM	85.449219	78.000000	88.360434
3/26/2026	1:31:17 PM	84.960937	78.000000	88.360434
3/26/2026	1:31:18 PM	84.960937	78.000000	88.360434
3/26/2026	1:31:18 PM	84.472656	78.000000	88.360434
3/26/2026	1:31:19 PM	84.472656	78.000000	88.360434
3/26/2026	1:31:19 PM	83.984375	78.000000	88.360434
3/26/2026	1:31:20 PM	83.984375	78.000000	88.360434
3/26/2026	1:31:20 PM	83.496094	78.000000	88.360434
3/26/2026	1:31:21 PM	83.496094	78.000000	88.360434
3/26/2026	1:31:21 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:22 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:22 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:23 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:23 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:24 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:24 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:25 PM	82.519531	78.000000	88.360434
3/26/2026	1:31:25 PM	81.054687	78.000000	88.360434
3/26/2026	1:31:26 PM	81.542969	78.000000	88.360434
3/26/2026	1:31:26 PM	82.519531	78.000000	88.360434
3/26/2026	1:31:27 PM	83.007812	78.000000	88.360434
3/26/2026	1:31:27 PM	82.519531	78.000000	88.360434
3/26/2026	1:31:28 PM	82.031250	78.000000	88.360434
3/26/2026	1:31:28 PM	82.031250	78.000000	88.360434
3/26/2026	1:31:29 PM	82.031250	78.000000	88.360434
3/26/2026	1:31:29 PM	82.031250	78.000000	88.360434
3/26/2026	1:31:30 PM	81.542969	78.000000	88.360434
3/26/2026	1:31:30 PM	81.542969	78.000000	88.360434
3/26/2026	1:31:31 PM	81.542969	78.000000	88.360434
3/26/2026	1:31:31 PM	81.542969	78.000000	88.360434
3/26/2026	1:31:32 PM	79.589844	78.000000	88.360434
3/26/2026	1:31:32 PM	79.589844	78.000000	88.360434
3/26/2026	1:31:33 PM	79.589844	78.000000	88.360434
3/26/2026	1:31:33 PM	79.589844	78.000000	88.360434
3/26/2026	1:31:34 PM	79.589844	78.000000	88.360434
3/26/2026	1:31:34 PM	79.589844	78.000000	88.360434
3/26/2026	1:31:35 PM	80.566406	78.000000	88.360434
3/26/2026	1:31:35 PM	82.519531	78.000000	88.360434
3/26/2026	1:31:36 PM	83.984375	78.000000	88.360434
3/26/2026	1:31:36 PM	84.472656	78.000000	88.360434
3/26/2026	1:31:37 PM	83.984375	78.000000	88.360434
3/26/2026	1:31:37 PM	83.984375	78.000000	88.360434
3/26/2026	1:31:38 PM	83.496094	78.000000	88.360434
3/26/2026	1:31:38 PM	83.496094	78.000000	88.360434
3/26/2026	1:31:39 PM	84.960937	78.000000	88.360434
3/26/2026	1:31:39 PM	85.937500	78.000000	88.360434
3/26/2026	1:31:40 PM	86.425781	78.000000	88.360434
3/26/2026	1:31:40 PM	86.914062	78.000000	88.360434
3/26/2026	1:31:41 PM	86.914062	78.000000	88.360434
